cust_id,tran_id,tran_dt,store_id,prod_id,prod_unit,tran_prod_sale_amt,tran_prod_sale_qty,tran_prod_discount_amt,tran_prod_offer_cts,tran_prod_paid_amt,prod_unit_price
47319755,2.0161E+18,2016-10-12,650,138936952,CT,12.87,3,0,0,12.87,4.29
56709813,2.0161E+18,2016-10-26,650,138936952,CT,21.45,5,0,0,21.45,4.29
81769683,2.01701E+18,2017-01-04,650,138936952,CT,21.45,5,2.5,1,18.95,4.29
56629813,2.01703E+18,2017-03-29,650,138936953,CT,31.98,2,0,0,31.98,15.99
26749580,2.01705E+18,2017-05-10,650,138936952,CT,13.77,3,3,1,10.77,4.59
89769630,2.01707E+18,2017-07-26,650,138936951,CT,2.37,3,0,0,2.37,0.79
81769683,2.0171E+18,2017-10-26,650,138936952,CT,17.96,4,0,0,17.96,4.49
20129953,2.01711E+18,2017-11-27,650,138936951,CT,7.11,9,0.9,1,6.21,0.79
63579822,2.01603E+18,2016-03-22,649,138936952,CT,3.99,1,0.5,1,3.49,3.99
17889753,2.01606E+18,2016-06-10,649,138936951,CT,3.45,5,1,1,2.45,0.69
25359828,2.01606E+18,2016-06-10,649,138936952,CT,19.95,5,5,1,14.95,3.99
89529739,2.01607E+18,2016-07-24,649,138936953,CT,44.97,3,3,1,41.97,14.99
70099717,2.01608E+18,2016-08-09,649,138936951,CT,5.52,8,0.8,1,4.72,0.69
5399819,2.01608E+18,2016-08-16,649,138936951,CT,6,8,0,0,6,0.75
18859913,2.01608E+18,2016-08-18,649,138936952,CT,21.45,5,0,0,21.45,4.29
17349753,2.01609E+18,2016-09-04,649,138936951,CT,6,8,0,0,6,0.75
70099717,2.01609E+18,2016-09-05,649,138936951,CT,6,8,0,0,6,0.75
70099717,2.01609E+18,2016-09-09,649,138936952,CT,4.29,1,0,0,4.29,4.29
71989811,2.0161E+18,2016-10-06,649,138936952,CT,12.87,3,3,1,9.87,4.29
2389823,2.0161E+18,2016-10-11,649,138936951,CT,5.25,7,0,0,5.25,0.75
84399649,2.0161E+18,2016-10-23,649,138936951,CT,0.75,1,0,0,0.75,0.75
16949753,2.01611E+18,2016-11-28,649,138936951,CT,2.25,3,0.3,1,1.95,0.75
5399819,2.01611E+18,2016-11-29,649,138936953,CT,47.97,3,6,1,41.97,15.99
25359828,2.01612E+18,2016-12-04,649,138936952,CT,12.87,3,0,0,12.87,4.29
64079828,2.01612E+18,2016-12-10,649,138936951,CT,3,4,0,0,3,0.75
62129717,2.01701E+18,2017-01-13,649,138936951,CT,4.5,6,0,0,4.5,0.75
62099717,2.01702E+18,2017-02-12,649,138936951,CT,2.25,3,0,0,2.25,0.75
70099717,2.01702E+18,2017-02-12,649,138936951,CT,1.5,2,0,0,1.5,0.75
17349753,2.01704E+18,2017-04-05,649,138936951,CT,3.95,5,0,0,3.95,0.79
61549555,2.01705E+18,2017-05-24,649,138936952,CT,13.77,3,0,0,13.77,4.59
17349753,2.01705E+18,2017-05-25,649,138936951,CT,4.74,6,0,0,4.74,0.79
66279802,2.01706E+18,2017-06-08,649,138936952,CT,13.77,3,3,1,10.77,4.59
72919811,2.01707E+18,2017-07-13,649,138936952,CT,4.59,1,0.5,1,4.09,4.59
17349753,2.01707E+18,2017-07-27,649,138936952,CT,18.36,4,0,0,18.36,4.59
15669814,2.01708E+18,2017-08-26,649,138936951,CT,4.74,6,0,0,4.74,0.79
16949753,2.01708E+18,2017-08-26,649,138936951,CT,7.11,9,0,0,7.11,0.79
17349753,2.01709E+18,2017-09-14,649,138936952,CT,9.18,2,0,0,9.18,4.59
17889753,2.0171E+18,2017-10-14,649,138936952,CT,17.96,4,0,0,17.96,4.49
17899753,2.01711E+18,2017-11-01,649,138936951,CT,7.11,9,0,0,7.11,0.79
62099717,2.01711E+18,2017-11-30,649,138936952,CT,13.47,3,1.5,1,11.97,4.49
57569716,2.01712E+18,2017-12-07,649,138936952,CT,13.47,3,0,0,13.47,4.49
43609745,2.01603E+18,2016-03-11,648,138936951,CT,4.83,7,0,0,4.83,0.69
43609745,2.01604E+18,2016-04-23,648,138936952,CT,3.99,1,0.5,1,3.49,3.99
43609745,2.01605E+18,2016-05-28,648,138936952,CT,7.98,2,0,0,7.98,3.99
46679670,2.01607E+18,2016-07-12,648,138936952,CT,3.99,1,0,0,3.99,3.99
48579745,2.01611E+18,2016-11-07,648,138936951,CT,4.5,6,0,0,4.5,0.75
43609745,2.01611E+18,2016-11-15,648,138936951,CT,4.5,6,0,0,4.5,0.75
43609745,2.01704E+18,2017-04-15,648,138936952,CT,4.59,1,0.5,1,4.09,4.59
48579745,2.01706E+18,2017-06-07,648,138936953,CT,50.97,3,15,1,35.97,16.99
10439823,2.01707E+18,2017-07-13,648,138936953,CT,16.99,1,1,1,15.99,16.99
10439823,2.01708E+18,2017-08-05,648,138936952,CT,22.95,5,0,0,22.95,4.59
43609745,2.01708E+18,2017-08-24,648,138936952,CT,13.77,3,0,0,13.77,4.59
43609745,2.01712E+18,2017-12-27,648,138936952,CT,8.98,2,1,1,7.98,4.49
60429796,2.01602E+18,2016-02-11,647,138936952,CT,15.96,4,2,1,13.96,3.99
60429796,2.01602E+18,2016-02-12,647,138936952,CT,3.99,1,0.5,1,3.49,3.99
85829809,2.01603E+18,2016-03-27,647,138936952,CT,3.99,1,0,0,3.99,3.99
32299809,2.01604E+18,2016-04-26,647,138936952,CT,19.95,5,2.5,1,17.45,3.99
38679713,2.01605E+18,2016-05-07,647,138936952,CT,15.96,4,2,1,13.96,3.99
84579762,2.01605E+18,2016-05-30,647,138936952,CT,15.96,4,0,0,15.96,3.99
34519809,2.01606E+18,2016-06-06,647,138936952,CT,15.96,4,4,1,11.96,3.99
94109885,2.01607E+18,2016-07-19,647,138936951,CT,0.69,1,0,0,0.69,0.69
84579762,2.01607E+18,2016-07-23,647,138936952,CT,3.99,1,0,0,3.99,3.99
84579762,2.01608E+18,2016-08-20,647,138936952,CT,21.45,5,0,0,21.45,4.29
84869745,2.01609E+18,2016-09-02,647,138936953,CT,47.97,3,0,0,47.97,15.99
68949809,2.01611E+18,2016-11-22,647,138936951,CT,6,8,0,0,6,0.75
36229885,2.01702E+18,2017-02-24,647,138936951,CT,1.5,2,0,0,1.5,0.75
84869745,2.01703E+18,2017-03-14,647,138936951,CT,3,4,0,0,3,0.75
68949809,2.01704E+18,2017-04-05,647,138936951,CT,3.16,4,0,0,3.16,0.79
34519809,2.01706E+18,2017-06-12,647,138936952,CT,9.18,2,1,1,8.18,4.59
38679713,2.01706E+18,2017-06-26,647,138936951,CT,2.37,3,0,0,2.37,0.79
38679713,2.01707E+18,2017-07-10,647,138936952,CT,22.95,5,2.5,1,20.45,4.59
65489581,2.0171E+18,2017-10-05,647,138936951,CT,0.79,1,0.2,1,0.59,0.79
84579762,2.01711E+18,2017-11-05,647,138936952,CT,4.49,1,0,0,4.49,4.49
16589646,2.01712E+18,2017-12-09,647,138936951,CT,0.79,1,0,0,0.79,0.79
65489581,2.01712E+18,2017-12-30,647,138936952,CT,22.45,5,2.5,1,19.95,4.49
16069767,2.01603E+18,2016-03-18,646,138936951,CT,4.83,7,0,0,4.83,0.69
87239938,2.01605E+18,2016-05-09,646,138936953,CT,29.98,2,0,0,29.98,14.99
87239938,2.01606E+18,2016-06-09,646,138936951,CT,1.38,2,0.4,1,0.98,0.69
71799691,2.01608E+18,2016-08-04,646,138936952,CT,7.98,2,0,0,7.98,3.99
30189723,2.01609E+18,2016-09-27,646,138936951,CT,2.25,3,0,0,2.25,0.75
30189723,2.0161E+18,2016-10-02,646,138936953,CT,31.98,2,10,1,21.98,15.99
70599860,2.0161E+18,2016-10-04,646,138936952,CT,21.45,5,5,1,16.45,4.29
70599860,2.0161E+18,2016-10-05,646,138936952,CT,4.29,1,1,1,3.29,4.29
34699983,2.01611E+18,2016-11-01,646,138936951,CT,6.75,9,0.45,1,6.3,0.75
91859585,2.01612E+18,2016-12-04,646,138936952,CT,12.87,3,0,0,12.87,4.29
91859585,2.01612E+18,2016-12-22,646,138936951,CT,0.75,1,0.1,1,0.65,0.75
91859585,2.01701E+18,2017-01-23,646,138936951,CT,3,4,0,0,3,0.75
34699983,2.01701E+18,2017-01-28,646,138936951,CT,2.25,3,0,0,2.25,0.75
96709938,2.01703E+18,2017-03-07,646,138936952,CT,17.16,4,0,0,17.16,4.29
96709938,2.01703E+18,2017-03-19,646,138936951,CT,6,8,0,0,6,0.75
62259660,2.01705E+18,2017-05-28,646,138936953,CT,16.99,1,0,0,16.99,16.99
96709938,2.01706E+18,2017-06-19,646,138936951,CT,2.37,3,0,0,2.37,0.79
91859585,2.01706E+18,2017-06-25,646,138936951,CT,2.37,3,0,0,2.37,0.79
96709938,2.01706E+18,2017-06-27,646,138936951,CT,1.58,2,0,0,1.58,0.79
14229767,2.01708E+18,2017-08-12,646,138936951,CT,0.79,1,0,0,0.79,0.79
62259660,2.0171E+18,2017-10-09,646,138936951,CT,4.74,6,0,0,4.74,0.79
2269804,2.01603E+18,2016-03-13,645,138936951,CT,2.76,4,0,0,2.76,0.69
78459916,2.01603E+18,2016-03-20,645,138936952,CT,15.96,4,2,1,13.96,3.99
79889682,2.01604E+18,2016-04-01,645,138936953,CT,14.99,1,0,0,14.99,14.99
58449629,2.01604E+18,2016-04-03,645,138936952,CT,19.95,5,0,0,19.95,3.99
79889682,2.01606E+18,2016-06-28,645,138936953,CT,14.99,1,0,0,14.99,14.99
78619916,2.01607E+18,2016-07-10,645,138936951,CT,1.38,2,0,0,1.38,0.69
79889682,2.01608E+18,2016-08-06,645,138936951,CT,5.52,8,0,0,5.52,0.69
99399817,2.01608E+18,2016-08-28,645,138936952,CT,21.45,5,0,0,21.45,4.29
79889682,2.01609E+18,2016-09-04,645,138936952,CT,12.87,3,0,0,12.87,4.29
99569587,2.01609E+18,2016-09-28,645,138936952,CT,8.58,2,0,0,8.58,4.29
78619916,2.01609E+18,2016-09-30,645,138936951,CT,6.75,9,0,0,6.75,0.75
7989753,2.0161E+18,2016-10-18,645,138936952,CT,8.58,2,0,0,8.58,4.29
20559593,2.0161E+18,2016-10-28,645,138936951,CT,5.25,7,0,0,5.25,0.75
37579826,2.01612E+18,2016-12-21,645,138936951,CT,3,4,0.4,1,2.6,0.75
58009829,2.01612E+18,2016-12-24,645,138936951,CT,4.5,6,0.6,1,3.9,0.75
20509797,2.01703E+18,2017-03-03,645,138936952,CT,4.29,1,1,1,3.29,4.29
58009829,2.01703E+18,2017-03-03,645,138936952,CT,17.16,4,4,1,13.16,4.29
3449697,2.01703E+18,2017-03-29,645,138936952,CT,8.58,2,0,0,8.58,4.29
12959543,2.01706E+18,2017-06-02,645,138936951,CT,4.74,6,0,0,4.74,0.79
42799553,2.01706E+18,2017-06-06,645,138936951,CT,1.58,2,0.4,1,1.18,0.79
76299582,2.01707E+18,2017-07-05,645,138936951,CT,6.32,8,0,0,6.32,0.79
33269822,2.01707E+18,2017-07-23,645,138936952,CT,4.59,1,0,0,4.59,4.59
12959543,2.01708E+18,2017-08-15,645,138936952,CT,9.18,2,0,0,9.18,4.59
99399817,2.0171E+18,2017-10-29,645,138936951,CT,2.37,3,0,0,2.37,0.79
71429829,2.01711E+18,2017-11-26,645,138936951,CT,5.53,7,0.7,1,4.83,0.79
78619916,2.01712E+18,2017-12-13,645,138936951,CT,0.79,1,0,0,0.79,0.79
84369903,2.01603E+18,2016-03-01,643,138936952,CT,3.99,1,0,0,3.99,3.99
39029801,2.01603E+18,2016-03-25,643,138936952,CT,3.99,1,0.5,1,3.49,3.99
21549823,2.01604E+18,2016-04-16,643,138936952,CT,19.95,5,0,0,19.95,3.99
38509607,2.01605E+18,2016-05-27,643,138936951,CT,5.52,8,0,0,5.52,0.69
6629808,2.01607E+18,2016-07-16,643,138936952,CT,15.96,4,0,0,15.96,3.99
21549823,2.01609E+18,2016-09-27,643,138936952,CT,12.87,3,0,0,12.87,4.29
84369903,2.0161E+18,2016-10-24,643,138936952,CT,17.16,4,0,0,17.16,4.29
38509607,2.01612E+18,2016-12-28,643,138936951,CT,3.75,5,0.5,1,3.25,0.75
36619796,2.01701E+18,2017-01-05,643,138936952,CT,4.29,1,0.5,1,3.79,4.29
17029796,2.01701E+18,2017-01-16,643,138936951,CT,0.75,1,0,0,0.75,0.75
19919796,2.01702E+18,2017-02-22,643,138936951,CT,4.5,6,0,0,4.5,0.75
36619796,2.01703E+18,2017-03-07,643,138936952,CT,4.29,1,0,0,4.29,4.29
19919796,2.01703E+18,2017-03-19,643,138936951,CT,2.25,3,0,0,2.25,0.75
77839753,2.01703E+18,2017-03-28,643,138936951,CT,5.25,7,0,0,5.25,0.75
84369903,2.01704E+18,2017-04-06,643,138936951,CT,5.53,7,0,0,5.53,0.79
6629808,2.01704E+18,2017-04-14,643,138936951,CT,3.95,5,0.5,1,3.45,0.79
56229796,2.01704E+18,2017-04-25,643,138936952,CT,4.59,1,0.5,1,4.09,4.59
31269801,2.01706E+18,2017-06-29,643,138936953,CT,50.97,3,0,0,50.97,16.99
36619796,2.01707E+18,2017-07-13,643,138936952,CT,9.18,2,1,1,8.18,4.59
93899938,2.01606E+18,2016-06-11,642,138936952,CT,3.99,1,1,1,2.99,3.99
93899938,2.01606E+18,2016-06-14,642,138936951,CT,4.14,6,0,0,4.14,0.69
76209778,2.01606E+18,2016-06-16,642,138936952,CT,11.97,3,0,0,11.97,3.99
59689862,2.01609E+18,2016-09-15,642,138936952,CT,12.87,3,0,0,12.87,4.29
76209778,2.01611E+18,2016-11-01,642,138936952,CT,12.87,3,1.5,1,11.37,4.29
78319955,2.01706E+18,2017-06-02,642,138936952,CT,22.95,5,0,0,22.95,4.59
21709938,2.01708E+18,2017-08-03,642,138936951,CT,6.32,8,0,0,6.32,0.79
50099788,2.01712E+18,2017-12-16,642,138936951,CT,1.58,2,0,0,1.58,0.79
51689984,2.01602E+18,2016-02-22,640,138936951,CT,2.07,3,0,0,2.07,0.69
17899931,2.01603E+18,2016-03-21,640,138936951,CT,4.83,7,0.35,1,4.48,0.69
70309918,2.01604E+18,2016-04-24,640,138936951,CT,3.45,5,0.5,1,2.95,0.69
53309984,2.01605E+18,2016-05-01,640,138936951,CT,2.07,3,0.3,1,1.77,0.69
42119677,2.01605E+18,2016-05-13,640,138936951,CT,4.83,7,0,0,4.83,0.69
70309918,2.01605E+18,2016-05-23,640,138936951,CT,2.76,4,0,0,2.76,0.69
17899931,2.01606E+18,2016-06-30,640,138936952,CT,3.99,1,0,0,3.99,3.99
17899931,2.01607E+18,2016-07-13,640,138936952,CT,19.95,5,0,0,19.95,3.99
17899931,2.01608E+18,2016-08-14,640,138936951,CT,3.75,5,0,0,3.75,0.75
51689984,2.0161E+18,2016-10-21,640,138936951,CT,1.5,2,0,0,1.5,0.75
71399913,2.01611E+18,2016-11-20,640,138936951,CT,1.5,2,0,0,1.5,0.75
42119677,2.01611E+18,2016-11-29,640,138936951,CT,6,8,0.8,1,5.2,0.75
31069984,2.01611E+18,2016-11-30,640,138936951,CT,6,8,0.8,1,5.2,0.75
98879983,2.01703E+18,2017-03-07,640,138936953,CT,47.97,3,0,0,47.97,15.99
98879983,2.01705E+18,2017-05-06,640,138936951,CT,3.95,5,0.5,1,3.45,0.79
51689984,2.01705E+18,2017-05-22,640,138936952,CT,13.77,3,0,0,13.77,4.59
98879983,2.01705E+18,2017-05-24,640,138936952,CT,22.95,5,0,0,22.95,4.59
17899931,2.01707E+18,2017-07-11,640,138936952,CT,18.36,4,2,1,16.36,4.59
51899984,2.01707E+18,2017-07-15,640,138936951,CT,3.95,5,0.25,1,3.7,0.79
98029983,2.01708E+18,2017-08-25,640,138936951,CT,2.37,3,0,0,2.37,0.79
31069984,2.01709E+18,2017-09-27,640,138936952,CT,4.59,1,0,0,4.59,4.59
31069984,2.0171E+18,2017-10-23,640,138936951,CT,2.37,3,0,0,2.37,0.79
51689984,2.01712E+18,2017-12-20,640,138936952,CT,13.47,3,0,0,13.47,4.49
29249884,2.01601E+18,2016-01-20,639,138936951,CT,5.52,8,0,0,5.52,0.69
20379814,2.01602E+18,2016-02-23,639,138936951,CT,3.45,5,0,0,3.45,0.69
15759884,2.01603E+18,2016-03-24,639,138936951,CT,4.83,7,0.35,1,4.48,0.69
8749884,2.01604E+18,2016-04-08,639,138936951,CT,4.83,7,0,0,4.83,0.69
20379814,2.01605E+18,2016-05-29,639,138936952,CT,15.96,4,0,0,15.96,3.99
67619735,2.01606E+18,2016-06-30,639,138936951,CT,3.45,5,0,0,3.45,0.69
94449814,2.01609E+18,2016-09-17,639,138936953,CT,15.99,1,0,0,15.99,15.99
4999884,2.01701E+18,2017-01-08,639,138936952,CT,4.29,1,0,0,4.29,4.29
20379814,2.01701E+18,2017-01-08,639,138936952,CT,21.45,5,0,0,21.45,4.29
29249884,2.01701E+18,2017-01-15,639,138936952,CT,8.58,2,0,0,8.58,4.29
4999884,2.01701E+18,2017-01-23,639,138936951,CT,4.5,6,0,0,4.5,0.75
8429884,2.01702E+18,2017-02-21,639,138936952,CT,4.29,1,0,0,4.29,4.29
18239884,2.01703E+18,2017-03-29,639,138936952,CT,21.45,5,0,0,21.45,4.29
15759884,2.01704E+18,2017-04-13,639,138936951,CT,2.37,3,0.3,1,2.07,0.79
94449814,2.01704E+18,2017-04-22,639,138936951,CT,3.16,4,0,0,3.16,0.79
8429884,2.01705E+18,2017-05-09,639,138936952,CT,13.77,3,3,1,10.77,4.59
29029884,2.01707E+18,2017-07-19,639,138936951,CT,7.11,9,0,0,7.11,0.79
93979814,2.0171E+18,2017-10-01,639,138936951,CT,6.32,8,1.6,1,4.72,0.79
18239884,2.0171E+18,2017-10-21,639,138936952,CT,13.47,3,0,0,13.47,4.49
97149803,2.01602E+18,2016-02-03,638,138936952,CT,19.95,5,0,0,19.95,3.99
86629822,2.01604E+18,2016-04-09,638,138936951,CT,2.07,3,0,0,2.07,0.69
21159716,2.01608E+18,2016-08-31,638,138936952,CT,17.16,4,0,0,17.16,4.29
18259541,2.01612E+18,2016-12-24,638,138936951,CT,1.5,2,0.2,1,1.3,0.75
10339902,2.01701E+18,2017-01-31,638,138936951,CT,4.5,6,0.3,1,4.2,0.75
89299902,2.01702E+18,2017-02-14,638,138936952,CT,8.58,2,0,0,8.58,4.29
30259823,2.01702E+18,2017-02-21,638,138936951,CT,4.5,6,0,0,4.5,0.75
97149803,2.01703E+18,2017-03-09,638,138936951,CT,2.25,3,0,0,2.25,0.75
83829902,2.01704E+18,2017-04-04,638,138936952,CT,4.59,1,0,0,4.59,4.59
97149803,2.01705E+18,2017-05-03,638,138936952,CT,4.59,1,0.5,1,4.09,4.59
33119859,2.01705E+18,2017-05-31,638,138936951,CT,3.95,5,0,0,3.95,0.79
33119859,2.01707E+18,2017-07-03,638,138936952,CT,22.95,5,0,0,22.95,4.59
14419749,2.01603E+18,2016-03-16,637,138936951,CT,2.07,3,0,0,2.07,0.69
14549646,2.01604E+18,2016-04-05,637,138936952,CT,7.98,2,0,0,7.98,3.99
14419749,2.01605E+18,2016-05-04,637,138936951,CT,3.45,5,0.5,1,2.95,0.69
75019749,2.01605E+18,2016-05-26,637,138936952,CT,15.96,4,0,0,15.96,3.99
3469803,2.01606E+18,2016-06-07,637,138936952,CT,3.99,1,1,1,2.99,3.99
14549646,2.01609E+18,2016-09-25,637,138936952,CT,4.29,1,0,0,4.29,4.29
75019749,2.0161E+18,2016-10-01,637,138936952,CT,21.45,5,0,0,21.45,4.29
12979697,2.01701E+18,2017-01-21,637,138936951,CT,6.75,9,0,0,6.75,0.75
82569822,2.01703E+18,2017-03-07,637,138936952,CT,4.29,1,0,0,4.29,4.29
14419749,2.01711E+18,2017-11-02,637,138936952,CT,13.47,3,0,0,13.47,4.49
24269853,2.01602E+18,2016-02-05,636,138936951,CT,2.07,3,0,0,2.07,0.69
88129795,2.01602E+18,2016-02-11,636,138936952,CT,19.95,5,2.5,1,17.45,3.99
51619805,2.01607E+18,2016-07-05,636,138936951,CT,6.21,9,0.45,1,5.76,0.69
29039901,2.0161E+18,2016-10-04,636,138936952,CT,17.16,4,4,1,13.16,4.29
34589796,2.01701E+18,2017-01-15,636,138936951,CT,3,4,0,0,3,0.75
81469859,2.01707E+18,2017-07-15,636,138936951,CT,4.74,6,0.3,1,4.44,0.79
91049795,2.01708E+18,2017-08-19,636,138936951,CT,7.11,9,0,0,7.11,0.79
64929799,2.01709E+18,2017-09-08,636,138936952,CT,13.77,3,0,0,13.77,4.59
53729782,2.01603E+18,2016-03-30,635,138936952,CT,7.98,2,0,0,7.98,3.99
73139771,2.01609E+18,2016-09-08,635,138936951,CT,4.5,6,0,0,4.5,0.75
73139771,2.01701E+18,2017-01-02,635,138936951,CT,1.5,2,0.2,1,1.3,0.75
32539695,2.01703E+18,2017-03-20,635,138936951,CT,6,8,0,0,6,0.75
72579576,2.01706E+18,2017-06-04,635,138936951,CT,3.16,4,0.8,1,2.36,0.79
76209778,2.01706E+18,2017-06-25,635,138936952,CT,22.95,5,0,0,22.95,4.59
75979969,2.01707E+18,2017-07-24,635,138936952,CT,4.59,1,0,0,4.59,4.59
89019929,2.01708E+18,2017-08-18,635,138936951,CT,5.53,7,0,0,5.53,0.79
82919885,2.01601E+18,2016-01-06,633,138936951,CT,1.38,2,0,0,1.38,0.69
82919885,2.01605E+18,2016-05-21,633,138936951,CT,6.21,9,0,0,6.21,0.69
7489632,2.01607E+18,2016-07-05,633,138936951,CT,4.14,6,0.3,1,3.84,0.69
6999885,2.01608E+18,2016-08-08,633,138936952,CT,19.95,5,2.5,1,17.45,3.99
59389751,2.01609E+18,2016-09-22,633,138936951,CT,2.25,3,0,0,2.25,0.75
41519646,2.0161E+18,2016-10-01,633,138936953,CT,47.97,3,0,0,47.97,15.99
31119816,2.01612E+18,2016-12-26,633,138936952,CT,8.58,2,1,1,7.58,4.29
50259624,2.01612E+18,2016-12-26,633,138936952,CT,4.29,1,0.5,1,3.79,4.29
16829885,2.01701E+18,2017-01-15,633,138936951,CT,2.25,3,0,0,2.25,0.75
75889885,2.01704E+18,2017-04-24,633,138936951,CT,6.32,8,0.8,1,5.52,0.79
82919885,2.01705E+18,2017-05-04,633,138936951,CT,6.32,8,0.8,1,5.52,0.79
82919885,2.01706E+18,2017-06-08,633,138936952,CT,22.95,5,5,1,17.95,4.59
16829885,2.01708E+18,2017-08-30,633,138936951,CT,1.58,2,0,0,1.58,0.79
28689816,2.0171E+18,2017-10-02,633,138936952,CT,4.59,1,1,1,3.59,4.59
6999885,2.01711E+18,2017-11-12,633,138936951,CT,5.53,7,0,0,5.53,0.79
54509624,2.01601E+18,2016-01-07,632,138936952,CT,3.99,1,0,0,3.99,3.99
68259756,2.01601E+18,2016-01-11,632,138936952,CT,11.97,3,0,0,11.97,3.99
74209744,2.01601E+18,2016-01-18,632,138936951,CT,6.21,9,0,0,6.21,0.69
24719817,2.01602E+18,2016-02-22,632,138936952,CT,11.97,3,0,0,11.97,3.99
74359817,2.01602E+18,2016-02-25,632,138936951,CT,3.45,5,0,0,3.45,0.69
63459902,2.01604E+18,2016-04-21,632,138936951,CT,3.45,5,0.5,1,2.95,0.69
68259756,2.01605E+18,2016-05-27,632,138936951,CT,5.52,8,0,0,5.52,0.69
68009817,2.01606E+18,2016-06-11,632,138936953,CT,44.97,3,15,1,29.97,14.99
24719817,2.01606E+18,2016-06-13,632,138936952,CT,11.97,3,0,0,11.97,3.99
86659718,2.01606E+18,2016-06-17,632,138936951,CT,2.76,4,0,0,2.76,0.69
24479817,2.01607E+18,2016-07-07,632,138936951,CT,3.45,5,0.25,1,3.2,0.69
86189762,2.01607E+18,2016-07-23,632,138936953,CT,44.97,3,0,0,44.97,14.99
68259756,2.01608E+18,2016-08-10,632,138936951,CT,0.69,1,0.1,1,0.59,0.69
9519828,2.01608E+18,2016-08-21,632,138936952,CT,21.45,5,0,0,21.45,4.29
78639828,2.01608E+18,2016-08-30,632,138936953,CT,47.97,3,0,0,47.97,15.99
62019817,2.0161E+18,2016-10-27,632,138936952,CT,17.16,4,0,0,17.16,4.29
21179639,2.01612E+18,2016-12-21,632,138936951,CT,3.75,5,0.5,1,3.25,0.75
90249515,2.01701E+18,2017-01-11,632,138936951,CT,6,8,0,0,6,0.75
63459902,2.01701E+18,2017-01-18,632,138936951,CT,3,4,0,0,3,0.75
54509624,2.01702E+18,2017-02-14,632,138936952,CT,21.45,5,0,0,21.45,4.29
54589844,2.01703E+18,2017-03-08,632,138936952,CT,12.87,3,0,0,12.87,4.29
68259756,2.01703E+18,2017-03-16,632,138936951,CT,2.25,3,0,0,2.25,0.75
74209744,2.01703E+18,2017-03-16,632,138936951,CT,1.5,2,0,0,1.5,0.75
90249515,2.01703E+18,2017-03-18,632,138936951,CT,2.25,3,0,0,2.25,0.75
68259756,2.01703E+18,2017-03-28,632,138936952,CT,21.45,5,0,0,21.45,4.29
68589756,2.01704E+18,2017-04-02,632,138936951,CT,4.74,6,0,0,4.74,0.79
74209744,2.01705E+18,2017-05-25,632,138936951,CT,1.58,2,0,0,1.58,0.79
90249515,2.01707E+18,2017-07-13,632,138936952,CT,9.18,2,1,1,8.18,4.59
74209744,2.01707E+18,2017-07-15,632,138936951,CT,3.95,5,0.25,1,3.7,0.79
21179639,2.01707E+18,2017-07-16,632,138936951,CT,0.79,1,0,0,0.79,0.79
74359817,2.01708E+18,2017-08-19,632,138936952,CT,4.59,1,0,0,4.59,4.59
64629817,2.01709E+18,2017-09-26,632,138936951,CT,6.32,8,0,0,6.32,0.79
63459902,2.01709E+18,2017-09-30,632,138936951,CT,5.53,7,0,0,5.53,0.79
74359817,2.0171E+18,2017-10-07,632,138936953,CT,50.97,3,15,1,35.97,16.99
74359817,2.01711E+18,2017-11-30,632,138936952,CT,4.49,1,0.5,1,3.99,4.49
26189892,2.01604E+18,2016-04-13,631,138936951,CT,4.14,6,0,0,4.14,0.69
45459684,2.01606E+18,2016-06-17,631,138936951,CT,2.76,4,0,0,2.76,0.69
28549903,2.01608E+18,2016-08-13,631,138936951,CT,3.45,5,0.5,1,2.95,0.69
11819720,2.01612E+18,2016-12-11,631,138936951,CT,3.75,5,0,0,3.75,0.75
45459684,2.01702E+18,2017-02-26,631,138936951,CT,0.75,1,0.2,1,0.55,0.75
36829892,2.01704E+18,2017-04-08,631,138936951,CT,7.11,9,0,0,7.11,0.79
11819720,2.01705E+18,2017-05-10,631,138936952,CT,13.77,3,3,1,10.77,4.59
95569587,2.01707E+18,2017-07-07,631,138936952,CT,22.95,5,0,0,22.95,4.59
11249892,2.0171E+18,2017-10-10,631,138936951,CT,3.95,5,0,0,3.95,0.79
37609892,2.01712E+18,2017-12-17,631,138936951,CT,6.32,8,0,0,6.32,0.79
51629592,2.01604E+18,2016-04-05,630,138936952,CT,15.96,4,0,0,15.96,3.99
17259642,2.01606E+18,2016-06-18,630,138936952,CT,15.96,4,0,0,15.96,3.99
5589661,2.01606E+18,2016-06-22,630,138936951,CT,3.45,5,0,0,3.45,0.69
98849789,2.01607E+18,2016-07-03,630,138936952,CT,15.96,4,2,1,13.96,3.99
72969591,2.01607E+18,2016-07-22,630,138936952,CT,19.95,5,0,0,19.95,3.99
19159974,2.01608E+18,2016-08-03,630,138936951,CT,6.21,9,0,0,6.21,0.69
52579592,2.01608E+18,2016-08-13,630,138936953,CT,29.98,2,4,1,25.98,14.99
39689919,2.01608E+18,2016-08-22,630,138936951,CT,6.75,9,0,0,6.75,0.75
17259642,2.01609E+18,2016-09-19,630,138936952,CT,12.87,3,0,0,12.87,4.29
8679974,2.01611E+18,2016-11-29,630,138936952,CT,17.16,4,2,1,15.16,4.29
39419592,2.01612E+18,2016-12-10,630,138936951,CT,3,4,0,0,3,0.75
